단축코드,종목명,종가,대비,등락률,순자산가치,시가,고가,저가,거래량,거래대금,시가총액,상장좌수
069500,KODEX200,18110,-190,-1.04,18153.8,18290,18290,18055,1422555,25824680080,1041325000000,57500000
086630,KODEXKRX100,2860,-30,-1.04,2891.76,2845,2885,2845,3033,8692140,17732000000,6200000
091160,KODEX반도체,10050,-15,-0.15,9941.41,10020,10050,9920,9009,89716400,23617500000,2350000
086800,KODEX스타 상장지수간접투자기구투자신탁,1230,-15,-1.2,1232.06,1245,1245,1220,11258,13827550,48831000000,39700000
091170,KODEX은행,10165,85,0.84,10131.43,10400,10400,10020,1363,13665650,19313500000,1900000
091180,KODEX자동차,7085,-135,-1.87,7145.14,7220,7220,7040,4832,34170920,12753000000,1800000
069660,KOSEF200,17930,-310,-1.7,18003.32,18085,18120,17890,148596,2671970185,196333500000,10950000
091190,KOSEFBanks,10145,20,0.2,10135.95,10090,10145,10090,11,111045,16637800000,1640000
091200,KOSEFIT,8695,-195,-2.19,8716.85,9000,9000,8690,6709,58453015,19650700000,2260000
091210,TIGERKRX100,28675,-210,-0.73,28871.9,28885,28900,28590,65453,1882638770,40001625000,1395000
091230,TIGER반도체,10150,-50,-0.49,9955.09,10120,10150,9980,70801,712807525,24360000000,2400000
091220,TIGER은행,10135,20,0.2,10137.39,10115,10135,10030,61982,625618995,20270000000,2000000
