지수명,종가,대비,등락률
코스피 200,330.99,1.46,0.44
코스피 200 선물지수,1591.49,8.65,0.55
WISE ESG우수기업 지수,,,
S&P Global Infrastructure Index,2648.76,2.31,0.09
S&P KOREA Dividend Opportunity Index,4755,-16.57,-0.35
FnGuide 경기방어주 지수,,,
FnGuide 경기주도주 지수,,,
FnGuide 고배당저변동50 지수,2056.21,-2.94,-0.14
FnGuide 배당주 지수,13874.6,-17.77,-0.13
FnGuide 고배당 채권혼합 지수,2735.63,-0.41,-0.01
MSCI ACWI Index,504.45,2.43,0.48
KAP Money Market Credit Index(Total Retrun),,,
KAP Money Market Index(총수익),114.6,0.01,0.01
"KAP 투자적격 크레딧 채권 1년 지수(A- 이상,총수익)",118.88,0.02,0.02
S&P 500,2627.04,25.62,0.98
Dow Jones U.S Select Dividend Index(시장가격지수),692.52,8.24,1.2
KAP Barbell Index(총수익),119.15,0.14,0.12
MSCI EAFE Index,2014.71,-1.09,-0.05
WISE 스마트베타 LowVOL 지수,,,
WISE 스마트베타 MOMENTUM INDEX,,,
WISE 스마트베타 QUALITY INDEX,7122.17,2.91,0.04
WISE 스마트베타 VALUE INDEX,,,
WISE 스마트베타 지수,,,
WISE-KAP 스마트베타 Quality 채권혼합지수,1219,0.6,0.05
MSCI EM Index,1146.5,2.17,0.19
SZSE ChiNext Price Index,1793.87,32.97,1.87
KOBI HALF CREDIT Index(총수익),10301.73,2.11,0.02
FnGuide 주도업종 지수,1516.93,6.52,0.43
FnGuide 중형주저변동50지수,2178.55,-13.27,-0.61
Hang Seng China H,11705.58,-66.69,-0.57
코스피,2514.19,6.38,0.25
코스피 100 동일가중지수,2193.23,2.45,0.11
코스피 50,2238.57,11.24,0.5
MKF 5대그룹주,6014.1,14.23,0.24
FnGuide KQ고배당포커스 지수,6197.33,-154.76,-2.44
FnGuide 셀렉트 밸류 지수,2418.24,-12.43,-0.51
FnGuide 셀렉트벨류 채권혼합지수,1688.75,-2.85,-0.17
FnGuide 고배당포커스 지수,8194.41,21.04,0.26
KTB INDEX(시장가격),10499.81,5.85,0.06
국채선물지수,1222.53,0.68,0.06
S&P Global 1200 Information Technology Index (Price Return),4026.9,7.46,0.19
KIS 종합채권국공채3M~1.5Y지수,115.81,0.02,0.02
KIS 통안채 5개월 지수(총수익),11061.83,0.65,0.01
FnGuide 모멘텀&로우볼 지수,,,
FnGuide 모멘텀&밸류 지수,,,
S&P Oil & Gas Exploration & Production Select Industry Index(PR),5279.23,38.78,0.74
S&P U.S. Treasury Bond Futures Excess Return Index,253.93,-0.11,-0.04
MKF 수출주 지수,10022.21,-1.54,-0.02
MKF 우량업종대표주 지수,11766.66,51.83,0.44
TOPIX,1772.07,-4.66,-0.26
주식국채혼합(주식형)지수,1468.17,4.78,0.33
CSI A100,4105.35,-12.04,-0.29
KOBI 크레딧 지수(총수익),12991.32,6.08,0.05
FnGuide 중소형고배당포커스 지수,11111.27,-77.22,-0.69
KIS 종합채권국공채4~5Y지수,124.32,0.11,0.09
주식국채혼합(채권형)지수,1408.87,2.42,0.17
코스닥 150,1350.04,-52.39,-3.74
F-코스닥150 지수,1428.64,-57.08,-3.84
FnGuide 헬스케어 지수,2959.74,-53.52,-1.78
FnGuide 헬스케어 채권혼합 지수,1674.34,-8.25,-0.49
S&P ASIA50 Price Return Index,3263.21,1.98,0.06
S&P WCI Gold Excess Return Index,311.72,-0.4,-0.13
KIS MSB 단기지수(총수익),11022.24,0.47,0
MSCI Russia 25% Capped Price Return Index,,,
다우존스 인터넷 종합지수,499.48,1.86,0.37
Dow Jones U.S. Real Estate Index,1197.78,-3.28,-0.27
코스피 배당성장 50,3652.75,-9.67,-0.26
FnGuide-RAFI 코리아 대형 지수,7997.35,28.69,0.36
VN30 Index(PR),935.74,4.84,0.52
MKF SAMs EW 지수,13356.67,46.29,0.35
MKF SAMs SW,10447.59,44.66,0.43
FnGuide 스마트 모멘텀 지수,,,
FnGuide 스마트 밸류 지수,,,
MSCI Indonesia Index,7134.54,4.22,0.06
Nikkei 225,22486.24,-9.75,-0.04
CSI 300 Index,4055.82,5.87,0.14
KIS 종합채권국공채1-10Y지수,130.27,0.15,0.12
코스닥,773.12,-19.68,-2.48
MSCI Philippines IMI Index,1924.34,-15.28,-0.79
FnGuide 성장소비주도 지수,2517.08,-15.42,-0.61
코스피 200 중소형주지수,1116.98,2.8,0.25
코스피 200 TR,361.86,1.6,0.44
코스피 200 가치저변동성,4769.88,20.96,0.44
코스피 200 동일가중지수,2240.25,-1.53,-0.07
S&P GSCI Grains Select Index ER,18.68,-0.05,-0.27
KRX 미디어&엔터테인먼트,1998.43,-15.15,-0.75
KRX 정보기술,1145.15,-9.1,-0.79
MSCI Korea Index,761.37,3.27,0.43
KTOP 30,8105.77,20.85,0.26
MSCI Korea TR Index,1217.57,5.23,0.43
MSCI Korea IMI Momentum Capped,3605.61,8.26,0.23
MSCI Korea IMI Enhanced Value Capped,6234.26,4.52,0.07
MSCI Korea IMI Quality Capped,6128.81,16.84,0.28
S&P GSCI Crude Oil Index ER,170.84,-0.36,-0.21
FnGuide 가치투자형 지수,,,
KRX 건설,556.13,5.1,0.93
KRX 경기소비재,1403.41,5.81,0.42
FnGuide 고배당 Plus 지수,15969.02,-50.76,-0.32
S&P GSCI Gold Index(TR),689.19,0.18,0.03
S&P GSCI GOLD Index Excess Return,105.44,0.02,0.02
S&P GSCI North American Copper Index(TR),427.34,-8.12,-1.86
MKF 국고채지수(총수익),172.37,0.1,0.06
10년국채선물지수,1262.91,4.24,0.34
ROBO Global Robotics & Automation UCITS Price Return Index,686.4,0.39,0.06
KRX 기계장비,616.43,1.71,0.28
KAP 단기변동금리부은행채권지수,121.49,0.01,0.01
KRW Cash 지수(총수익),146.12,0.01,0.01
KRW Cash PLUS 지수(총수익),138.92,0.01,0.01
MSCI Germany Index,1063.5,5.15,0.49
FnGuide 모멘텀 Plus 지수,3513.74,-47.28,-1.33
S&P Select Sector Technology Index,,,
S&P 500 Futures Total Return Index,361.06,3.34,0.93
S&P500 Dividend Aristocrats Covered Call(7.2% Premium) Index,129.65,0.77,0.6
S&P Select Sector Financials Index,,,
S&P Biotechnology Select Industry Index,6326.5,17.72,0.28
S&P Select Sector Industrial Index,724.99,10.69,1.5
S&P Select Sector Energy Index,680.38,5.59,0.83
미국달러선물지수,1100.8,-4.47,-0.4
FTSE Russell 2000 Index,1536.43,23.12,1.53
FnGuide 바이오 지수,3588.13,-67.54,-1.85
KRX 반도체,2884.6,-40.75,-1.39
배당성장채권혼합지수,1755.53,-0.7,-0.04
FnGuide 벨류 Plus 지수,2021.56,-4.4,-0.22
KRX 보험,1941.89,-6.69,-0.34
삼성그룹,7130.47,22.17,0.31
WISE 삼성그룹 밸류 인덱스,7747.37,46.6,0.61
MSCI World,2066.55,10.78,0.52
FnGuide 성장투자형 지수,,,
KRX 에너지화학,2735.89,-0.38,-0.01
KRX 운송,607.49,2.58,0.43
S&P GSCI Silver Index(TR),575.63,-6.82,-1.17
KRX 은행,905.43,9.22,1.03
TOPIX100,1115.77,-3.7,-0.33
KRX 자동차,1749.85,2.37,0.14
KAP 한국종합채권지수,230.64,0.62,0.27
FTSE China A50 Index,13242.52,-76.83,-0.58
KRX 증권,743.56,-12.56,-1.66
KRX 철강,2032.8,-5.93,-0.29
KRX 최소변동성지수,6243.85,-25.92,-0.41
코스피 100,2521.92,11.48,0.46
S&P GSCI Soybeans Index(TR),4309.07,-12.87,-0.3
FnGuide 퀄리티 Plus 지수,2553.39,-12.31,-0.48
FnGuide 턴어라운드투자형 지수,,,
KRX 필수소비재,2120.5,0.68,0.03
KRX 헬스케어,3604.72,-119.14,-3.2
KRX 100,5213.22,15.87,0.31
MKF 웰스 고배당20,9556.85,-85.22,-0.88
KIS 10년 국고채 지수 (총수익),14299.83,47.59,0.33
MK 머니마켓 지수(총수익),12086.35,0.7,0.01
WISE 배당바이백플러스 지수,,,
MKF 블루칩,8849.67,-13.7,-0.15
Nifty 50 Index,10370.25,-29.3,-0.28
FnGuide 저BPR 가중 지수,,,
MK 통안채지수(총수익),12530.17,2.43,0.02
CSI 500 지수,6299.31,104.76,1.69
코스피 200 정보기술,2409.07,-2.7,-0.11
코스피 200 건설,258.05,3.32,1.3
코스피 200 경기소비재,1663.48,7.13,0.43
코스피 200 금융,860.12,4.89,0.57
코스피 200 산업재,566.4,-1.34,-0.24
코스피 200 생활소비재,1395.7,1.61,0.12
코스피 200 에너지/화학,1572.71,2.7,0.17
코스피 200 중공업,314.31,4.29,1.38
코스피 200 철강/소재,1057.15,0.62,0.06
코스피 200 헬스케어,2368.52,-29.31,-1.22
코스피 200 커버드콜 5% OTM,409.69,1.82,0.45
MKF LG그룹+ FW,8873.01,16.14,0.18
S&P Global 1200 Health Care Index,3133.94,18.41,0.59
FnGuide Contrarian Index,,,
코스피 200 경기방어소비재,1410.89,-1.66,-0.12
경기방어소비재 채권혼합 지수,1451.9,0.06,0
S&P GSCI Cash Copper Index,188.67,-2.57,-1.34
MorningStar Exponential Technologies Index(PR),1654.64,6.48,0.39
MorningStar Global Upstream Resources Index(PR),3158.65,-4.22,-0.13
S&P GSCI Industrial Metals Select Index(TR),176.97,-3.26,-1.81
S&P GSCI Precious Metals Index(TR),1562.1,-1.62,-0.1
S&P GSCI Agriculture Enhanced Index(ER),68.65,-0.5,-0.72
Markit iBoxx USD Liquid High Yield 0-5 year 지수,88.73,-0.04,-0.05
