지수명,종가,대비,등락률
코스피 200,308.02,1.78,0.58
코스피 200 선물지수,1487.22,8.44,0.57
S&P Global Infrastructure Index,2576.52,11.45,0.45
S&P KOREA Dividend Opportunity Index,4713.75,40.82,0.87
FnGuide 경기방어주 지수,,,
FnGuide 경기주도주 지수,,,
FnGuide 고배당저변동50 지수,2066.47,14.17,0.69
FnGuide 배당주 지수,13396.91,31.39,0.23
FnGuide 고배당 채권혼합 지수,2702.96,4.05,0.15
MSCI ACWI Index,467.69,2.21,0.47
KAP Money Market Credit Index(Total Retrun),,,
KAP Money Market Index(총수익),113.97,0.01,0.01
S&P 500,2440.35,10.96,0.45
Dow Jones U.S Select Dividend Index(시장가격지수),668.98,2.13,0.32
KAP Barbell Index(총수익),119.37,0.15,0.13
MSCI EAFE Index,1895.77,9.43,0.5
WISE 스마트베타 LowVOL 지수,,,
WISE 스마트베타 MOMENTUM INDEX,,,
WISE 스마트베타 QUALITY INDEX,6886.23,30.32,0.44
WISE 스마트베타 VALUE INDEX,,,
WISE 스마트베타 지수,,,
WISE-KAP 스마트베타 Quality 채권혼합지수,1210.34,2.73,0.23
MSCI EM Index,1009.78,0.86,0.09
SZSE ChiNext Price Index,1795.63,20.08,1.13
KOBI HALF CREDIT Index(총수익),10268.9,2.44,0.02
FnGuide 중형주저변동50지수,2201.17,30.89,1.42
Hang Seng China H,10525.74,39.89,0.38
코스피,2374.7,16.83,0.71
코스피 100 동일가중지수,2178.21,21.73,1.01
코스피 50,2033.08,9.57,0.47
MKF 5대그룹주,5413.17,62.67,1.17
FnGuide 셀렉트 밸류 지수,2308.81,15.84,0.69
FnGuide 셀렉트벨류 채권혼합지수,1661.57,5.51,0.33
FnGuide 고배당포커스 지수,7729.69,17.66,0.23
KTB INDEX(시장가격),10583.73,10.18,0.1
KIS 통안채 5개월 지수(총수익),11000.4,0.66,0.01
FnGuide 모멘텀&로우볼 지수,,,
FnGuide 모멘텀&밸류 지수,,,
S&P Oil & Gas Exploration & Production Select Industry Index(PR),5115.22,128.99,2.59
S&P U.S. Treasury Bond Futures Excess Return Index,251.55,0.1,0.04
MKF 수출주 지수,9645.43,129.24,1.36
MKF 우량업종대표주 지수,11179.17,90.43,0.82
TOPIX,1593.51,1.96,0.12
주식국채혼합(주식형)지수,1397.45,6.06,0.44
CSI A100,3530.83,-4.57,-0.13
KOBI 크레딧 지수(총수익),12995.64,10.85,0.08
주식국채혼합(채권형)지수,1382.82,3.33,0.24
FnGuide 헬스케어 지수,2449.53,56.96,2.38
FnGuide 헬스케어 채권혼합 지수,1583.03,12.26,0.78
S&P WCI Gold Excess Return Index,308.19,-0.87,-0.28
KIS MSB 단기지수(총수익),10959.7,0.51,0
MSCI Russia 25% Capped Price Return Index,,,
Dow Jones U.S. Real Estate Index,1156.7,2.85,0.25
코스피 배당성장 50,3419.47,41.9,1.24
FnGuide-RAFI 코리아 대형 지수,7639.55,50.24,0.66
VN30 Index(PR),741.39,4.53,0.61
MKF SAMs EW 지수,11906.53,200.02,1.71
MKF SAMs SW,9159.06,116.98,1.29
MSCI Indonesia Index,6758.63,29.88,0.44
Nikkei 225,19898.75,-9.83,-0.05
CSI 300 Index,3582.27,7.88,0.22
코스닥,669.23,4.37,0.66
MSCI Philippines IMI Index,1889.25,-21.87,-1.14
FnGuide 성장소비주도 지수,2327.89,3.01,0.13
코스피 200 중소형주지수,1118.76,10.56,0.95
코스피 200 가치저변동성,4456.12,27.73,0.63
코스피 200 동일가중지수,2242.35,24.33,1.1
S&P GSCI Grains Select Index ER,20.85,20.85,0
KRX 미디어&엔터테인먼트,1774.59,-0.35,-0.02
KRX 정보기술,983.39,23.96,2.5
MSCI Korea Index,695.02,3.44,0.5
KTOP 30,7528.7,43.49,0.58
S&P GSCI Crude Oil Index ER,141.48,1.08,0.77
FnGuide 가치투자형 지수,,,
KRX 건설,615.09,7.09,1.17
KRX 경기소비재,1351.32,7.44,0.55
S&P GSCI Gold Index(TR),675.77,-0.14,-0.02
S&P GSCI North American Copper Index(TR),362.98,-2.52,-0.69
MKF 국고채지수(총수익),173.13,0.17,0.1
10년국채선물지수,1291.34,4.33,0.34
KRX 기계장비,708.2,20.21,2.94
KRW Cash 지수(총수익),145.34,0.01,0.01
KRW Cash PLUS 지수(총수익),138.16,0.01,0.01
MSCI Germany Index,1039.24,5.72,0.55
FnGuide 모멘텀 Plus 지수,3040.15,-0.88,-0.03
S&P Select Sector Technology Index,,,
S&P 500 Futures Total Return Index,333.33,1.58,0.48
S&P Select Sector Financials Index,,,
S&P Biotechnology Select Industry Index,5593.43,64.11,1.16
S&P Select Sector Industrial Index,683.03,2.88,0.42
S&P Select Sector Energy Index,671.71,4.68,0.7
미국달러선물지수,1144.48,1.42,0.12
FnGuide 바이오 지수,3011.69,77.13,2.63
KRX 반도체,2443.27,25.37,1.05
배당성장채권혼합지수,1726.23,7.55,0.44
FnGuide 벨류 Plus 지수,2183.99,25.4,1.18
KRX 보험,1876.04,11.39,0.61
삼성그룹,6341.38,71.23,1.14
WISE 삼성그룹 밸류 인덱스,7001.16,103.59,1.5
MSCI World,1928.74,10.04,0.52
FnGuide 성장투자형 지수,,,
KRX 에너지화학,2346.14,19.43,0.84
KRX 운송,738.76,12.3,1.69
S&P GSCI Silver Index(TR),576.24,-6.07,-1.04
KRX 은행,897.26,-6.24,-0.69
TOPIX100,1007.96,0.94,0.09
KRX 자동차,1823.81,12.01,0.66
FTSE China A50 Index,11285.34,-28.24,-0.25
KRX 증권,769.89,16.51,2.19
KRX 철강,1962.82,13.64,0.7
코스닥 150,1020.41,9.89,0.98
F-코스닥150 지수,1059.06,13.41,1.28
코스피 100,2332.97,12.85,0.55
S&P GSCI Soybeans Index(TR),4098.3,3.83,0.09
FnGuide 퀄리티 Plus 지수,2539.33,20.9,0.83
FnGuide 턴어라운드투자형 지수,,,
KRX 필수소비재,2076.56,-5.46,-0.26
KRX 헬스케어,2716.98,58.98,2.22
KRX 100,4797.89,23.98,0.5
MKF 웰스 고배당20,8954.07,46.27,0.52
KIS 10년 국고채 지수 (총수익),14530.82,48.5,0.33
MK 머니마켓 지수(총수익),12017.43,0.59,0
WISE 배당바이백플러스 지수,,,
MKF 블루칩,8243.79,81.73,1
Nifty 50 Index,9606.9,-9.5,-0.1
FnGuide 저BPR 가중 지수,,,
MK 통안채지수(총수익),12478.24,1.94,0.02
CSI 500 지수,5980.06,77.2,1.31
코스피 200 정보기술,2090.34,27.75,1.35
코스피 200 건설,292.79,3.43,1.19
코스피 200 경기소비재,1711.14,12.59,0.74
코스피 200 금융,852.55,-0.57,-0.07
코스피 200 산업재,657.02,8.69,1.34
코스피 200 생활소비재,1398.76,-1.3,-0.09
코스피 200 에너지/화학,1360.25,10.86,0.8
코스피 200 중공업,366.52,5.77,1.6
코스피 200 철강/소재,1018.85,7.57,0.75
코스피 200 헬스케어,2040.48,73.92,3.76
코스피 200 커버드콜 5% OTM,379.58,2.13,0.56
MKF LG그룹+ FW,8485.15,178.71,2.15
S&P Global 1200 Health Care Index,3000.11,8.71,0.29
FnGuide Contrarian Index,,,
코스피 200 경기방어소비재,1379.73,6.63,0.48
경기방어소비재 채권혼합 지수,1446.2,3.06,0.21
S&P GSCI Cash Copper Index,159.02,-2.63,-1.63
S&P GSCI Industrial Metals Select Index(TR),153.41,-0.78,-0.51
S&P GSCI Precious Metals Index(TR),1535.15,-2.06,-0.13
S&P GSCI Agriculture Enhanced Index(ER),73.94,0.49,0.67
Markit iBoxx USD Liquid High Yield 0-5 year 지수,90.2,0.08,0.09
KIS MSB 6M(총수익),11295.96,0.54,0
TAIEX 지수,10128.15,18.19,0.18
BNY Latin America 35 ADR,2594.54,9.64,0.37
FnGuide Low Vol 지수,14322.48,99.89,0.7
FnGuide 모멘텀 지수,23447.42,245.14,1.06
MSCI US REIT Index,1167.64,1.8,0.15
S&P 500 Futures Index(ER),223.22,1.05,0.47
NASDAQ 100,5751.82,43.64,0.76
NASDAQ Biotechnology 지수(시장가격지수),3082.19,14.42,0.47
Dow Jones Industrial Average,21328.47,92.8,0.44
WISE 미디어컨텐츠 지수,2891.68,2.89,0.1
KRX 방송통신,1034.19,2.97,0.29
FnGuide 베타플러스 지수,,,
MKF SAMs FW,8631.47,110.98,1.3
FnGuide 생활필수품 지수,,,
FnGuide 소프트웨어 지수,3955.57,7.49,0.19
WISE 여행레저 지수,2104.45,2.1,0.1
FnGuide 퀄리티밸류 지수,26624.27,370.69,1.41
코스피 우선주 지수,2839.11,13.95,0.49
S&P GSCI Crude Oil Enhanced Index ER,419.96,2.65,0.64
EURO STOXX 50 Index,3557.87,13.92,0.39
Euro STOXX Select Dividend 30,2106.23,6.1,0.29
TOPIX-17 Pharmaceutical Index,199.73,0.34,0.17
FnGuide 자동차 지수,,,
FnGuide 중국내수테마 지수,4157.92,11.64,0.28
FnGuide 증권 지수,2391.44,38.51,1.64
WISE 지속배당 지수,,,
Hang Seng China (Hong Kong-listed) 25 Index,8856.15,41.06,0.47
코스닥 150 정보기술,643.42,4.06,0.64
코스닥 150 저변동성,1827.98,9.94,0.55
코스닥 150 헬스케어,3003.87,59.62,2.02
코스피 고배당 50,2563.88,24.24,0.95
MKF 현대차그룹+ FW,19784.51,144.25,0.73
WISE 화장품 지수,4566.93,-51.35,-1.11
FnGuide 화학 지수,,,
MKF 중소형 가치,8646.81,106.73,1.25
FnGuide-RAFI 코리아200 지수,7945.36,53.84,0.68
코스피 200 고배당지수,3123.87,29.06,0.94
KAP 단기채권 지수(총수익),136.14,0,0
S&P Korea 저변동성 지수,10428.49,83.75,0.81
