지수명,종가,대비,등락률
코스피 200,300.63,2.55,0.86
코스피 200 선물지수,1454.17,11.37,0.79
S&P Global Infrastructure Index,2542.17,15.29,0.61
S&P KOREA Dividend Opportunity Index,4495.41,16.43,0.37
FnGuide 경기방어주 지수,,,
FnGuide 경기주도주 지수,,,
FnGuide 고배당저변동50 지수,1984.46,12.74,0.65
FnGuide 배당주 지수,12954.38,70.73,0.55
FnGuide 고배당 채권혼합 지수,2664.46,4.98,0.19
MSCI ACWI Index,462.24,2.6,0.57
KAP Money Market Credit Index(Total Retrun),,,
KAP Money Market Index(총수익),113.87,0,0
S&P 500,2394.02,12.29,0.52
Dow Jones U.S Select Dividend Index(시장가격지수),651.86,3.47,0.54
KAP Barbell Index(총수익),118.94,-0.13,-0.11
MSCI EAFE Index,1893.34,10.59,0.56
WISE 스마트베타 LowVOL 지수,,,
WISE 스마트베타 MOMENTUM INDEX,,,
WISE 스마트베타 QUALITY INDEX,6709.29,53.82,0.81
WISE 스마트베타 VALUE INDEX,,,
WISE 스마트베타 지수,,,
WISE-KAP 스마트베타 Quality 채권혼합지수,1199.22,2.32,0.19
MSCI EM Index,1003.66,7.99,0.8
SZSE ChiNext Price Index,1788.08,-13,-0.72
KOBI HALF CREDIT Index(총수익),10258.11,-1.01,-0.01
FnGuide 중형주저변동50지수,2083.4,6.11,0.29
Hang Seng China H,10374.32,106.93,1.04
코스피,2304.03,15.55,0.68
코스피 100 동일가중지수,2095.48,13.02,0.63
코스피 50,1992.69,17.46,0.88
MKF 5대그룹주,5295.71,47.12,0.9
FnGuide 셀렉트 밸류 지수,2180.61,17.96,0.83
FnGuide 셀렉트벨류 채권혼합지수,1622.51,4.85,0.3
FnGuide 고배당포커스 지수,7568.27,59.75,0.8
KTB INDEX(시장가격),10611.94,-7.04,-0.07
KIS 통안채 5개월 지수(총수익),10991.63,0.25,0
FnGuide 모멘텀&로우볼 지수,,,
FnGuide 모멘텀&밸류 지수,,,
S&P Oil & Gas Exploration & Production Select Industry Index(PR),5353.08,-43.42,-0.8
S&P U.S. Treasury Bond Futures Excess Return Index,249.1,-0.1,-0.04
MKF 수출주 지수,9229.66,117.03,1.28
MKF 우량업종대표주 지수,10767.69,103.95,0.97
TOPIX,1567.65,7.92,0.51
주식국채혼합(주식형)지수,1372.99,7.9,0.58
CSI A100,3328.03,23.67,0.72
KOBI 크레딧 지수(총수익),12972.31,-5.44,-0.04
주식국채혼합(채권형)지수,1370.84,2.88,0.21
FnGuide 헬스케어 지수,2198.23,-10.65,-0.48
FnGuide 헬스케어 채권혼합 지수,1530.56,-2.79,-0.18
S&P WCI Gold Excess Return Index,305.81,2.38,0.78
KIS MSB 단기지수(총수익),10951.16,0.35,0
MSCI Russia 25% Capped Price Return Index,,,
Dow Jones U.S. Real Estate Index,1129.68,4.2,0.37
코스피 배당성장 50,3299.77,35.79,1.1
FnGuide-RAFI 코리아 대형 지수,7436.53,73.12,0.99
VN30 Index(PR),710.86,8.83,1.26
MKF SAMs EW 지수,11358.48,-19.75,-0.17
MKF SAMs SW,8925.08,15.83,0.18
MSCI Indonesia Index,6806.76,-28.76,-0.42
Nikkei 225,19678.28,87.52,0.45
CSI 300 Index,3411.24,7.39,0.22
코스닥,642.62,0.17,0.03
MSCI Philippines IMI Index,1862.34,10.93,0.59
FnGuide 성장소비주도 지수,2339.15,-4.01,-0.17
코스피 200 중소형주지수,1066.23,6.46,0.61
코스피 200 가치저변동성,4348.51,36.57,0.85
코스피 200 동일가중지수,2142.93,10.73,0.5
KRX 미디어&엔터테인먼트,1664.97,10.74,0.65
KRX 정보기술,921.83,2.42,0.26
MSCI Korea Index,678.18,5.9,0.88
KTOP 30,7450.21,97.02,1.32
S&P GSCI Crude Oil Index ER,155.81,1.41,0.91
FnGuide 가치투자형 지수,,,
KRX 건설,606.79,10.88,1.83
KRX 경기소비재,1295.32,-6.02,-0.46
S&P GSCI Gold Index(TR),673.36,4.31,0.64
