지수명,종가,대비,등락률
코스피 200,328.96,-0.49,-0.15
코스피 200 선물지수,1585.96,-2.4,-0.15
WISE ESG우수기업 지수,,,
S&P Global Infrastructure Index,2636.47,-1.02,-0.04
S&P KOREA Dividend Opportunity Index,4732.35,3.44,0.07
FnGuide 경기방어주 지수,,,
FnGuide 경기주도주 지수,,,
FnGuide 고배당저변동50 지수,2057.35,8.71,0.43
FnGuide 배당주 지수,13899.2,14.7,0.11
FnGuide 고배당 채권혼합 지수,2736.63,3.71,0.14
MSCI ACWI Index,495.16,0.15,0.03
KAP Money Market Credit Index(Total Retrun),,,
KAP Money Market Index(총수익),114.46,0.01,0.01
"KAP 투자적격 크레딧 채권 1년 지수(A- 이상,총수익)",118.73,-0.01,-0.01
S&P 500,2569.13,4.15,0.16
Dow Jones U.S Select Dividend Index(시장가격지수),683.73,0.27,0.04
KAP Barbell Index(총수익),119.09,-0.03,-0.03
MSCI EAFE Index,1994.8,-1.92,-0.1
WISE 스마트베타 LowVOL 지수,,,
WISE 스마트베타 MOMENTUM INDEX,,,
WISE 스마트베타 QUALITY INDEX,6871.96,52.33,0.77
WISE 스마트베타 VALUE INDEX,,,
WISE 스마트베타 지수,,,
WISE-KAP 스마트베타 Quality 채권혼합지수,1205.37,1.75,0.15
MSCI EM Index,1113.32,-2.58,-0.23
SZSE ChiNext Price Index,1901.69,2.93,0.15
KOBI HALF CREDIT Index(총수익),10291.76,-1.98,-0.02
FnGuide 주도업종 지수,1506.31,-7.66,-0.51
FnGuide 중형주저변동50지수,2090.55,12.99,0.63
Hang Seng China H,11405.55,-85.52,-0.74
코스피,2490.49,0.44,0.02
코스피 100 동일가중지수,2154.73,7.73,0.36
코스피 50,2233.21,-5.72,-0.26
MKF 5대그룹주,5935.93,-43.11,-0.72
FnGuide KQ고배당포커스 지수,5632.39,107.78,1.95
FnGuide 셀렉트 밸류 지수,2317.71,9.88,0.43
FnGuide 셀렉트벨류 채권혼합지수,1659.8,4.38,0.26
FnGuide 고배당포커스 지수,8261.65,12.9,0.16
KTB INDEX(시장가격),10492.81,-14.57,-0.14
S&P Global 1200 Information Technology Index (Price Return),3790.85,7.21,0.19
KIS 종합채권국공채3M~1.5Y지수,115.68,0,0
KIS 통안채 5개월 지수(총수익),11048.83,0.91,0.01
FnGuide 모멘텀&로우볼 지수,,,
FnGuide 모멘텀&밸류 지수,,,
S&P Oil & Gas Exploration & Production Select Industry Index(PR),4948.82,0.79,0.02
S&P U.S. Treasury Bond Futures Excess Return Index,249.66,-1.08,-0.43
MKF 수출주 지수,10034.63,-36.02,-0.36
MKF 우량업종대표주 지수,11647.99,-6.98,-0.06
TOPIX,1756.92,11.67,0.67
주식국채혼합(주식형)지수,1461.42,-2.13,-0.15
CSI A100,3918.4,31.05,0.8
KOBI 크레딧 지수(총수익),12980.71,-10.38,-0.08
KIS 종합채권국공채4~5Y지수,124.22,-0.22,-0.18
주식국채혼합(채권형)지수,1405.46,-1.99,-0.14
코스닥 150,1187.88,29.41,2.54
F-코스닥150 지수,1256.86,33.3,2.72
FnGuide 헬스케어 지수,2737.69,61.84,2.31
FnGuide 헬스케어 채권혼합 지수,1633.57,13.02,0.8
S&P ASIA50 Price Return Index,3202.13,-19.98,-0.62
S&P WCI Gold Excess Return Index,307.9,-0.06,-0.02
KIS MSB 단기지수(총수익),11010.39,0.82,0.01
MSCI Russia 25% Capped Price Return Index,,,
다우존스 인터넷 종합지수,470.69,2.86,0.61
Dow Jones U.S. Real Estate Index,1168.6,-5.96,-0.51
코스피 배당성장 50,3423.46,12.99,0.38
FnGuide-RAFI 코리아 대형 지수,8017.05,-18.62,-0.23
VN30 Index(PR),815.24,5.88,0.73
MKF SAMs EW 지수,12650.15,51.65,0.41
MKF SAMs SW,10059.32,-35.23,-0.35
FnGuide 스마트 모멘텀 지수,,,
FnGuide 스마트 밸류 지수,,,
MSCI Indonesia Index,6912.03,-34.47,-0.5
Nikkei 225,21805.17,108.52,0.5
CSI 300 Index,3959.4,28.6,0.73
KIS 종합채권국공채1-10Y지수,130.22,-0.15,-0.12
코스닥,687.21,11.35,1.68
MSCI Philippines IMI Index,1941.15,-19.41,-0.99
FnGuide 성장소비주도 지수,2281.69,26.5,1.18
코스피 200 중소형주지수,1074.82,8.42,0.79
코스피 200 가치저변동성,4765.08,-14.49,-0.3
코스피 200 동일가중지수,2167.54,14.32,0.67
S&P GSCI Grains Select Index ER,19.31,0.01,0.05
KRX 미디어&엔터테인먼트,1949.1,10.59,0.55
KRX 정보기술,1079.89,-17.98,-1.64
MSCI Korea Index,756.99,-0.41,-0.05
KTOP 30,8008.61,-9.14,-0.11
MSCI Korea IMI Momentum Capped,3577.93,-23.45,-0.65
MSCI Korea IMI Enhanced Value Capped,6145.96,-14.26,-0.23
MSCI Korea IMI Quality Capped,5784.95,59.73,1.04
S&P GSCI Crude Oil Index ER,155.2,1.69,1.1
FnGuide 가치투자형 지수,,,
KRX 건설,560.57,11.37,2.07
KRX 경기소비재,1283.93,3.83,0.3
FnGuide 고배당 Plus 지수,15805.81,70.08,0.45
S&P GSCI Gold Index(TR),679.6,-1.37,-0.2
S&P GSCI North American Copper Index(TR),443.44,1.4,0.32
MKF 국고채지수(총수익),172.3,-0.13,-0.08
10년국채선물지수,1263.95,-0.83,-0.07
ROBO Global Robotics & Automation UCITS Price Return Index,642.73,0.3,0.05
KRX 기계장비,627.78,-0.47,-0.07
KAP 단기변동금리부은행채권지수,121.35,0.02,0.02
KRW Cash 지수(총수익),145.96,0.01,0.01
KRW Cash PLUS 지수(총수익),138.75,0.01,0.01
MSCI Germany Index,1056.16,0.92,0.09
FnGuide 모멘텀 Plus 지수,3179.06,2.53,0.08
S&P Select Sector Technology Index,,,
S&P 500 Futures Total Return Index,352.58,0.54,0.15
S&P500 Dividend Aristocrats Covered Call(7.2% Premium) Index,128.82,-0.14,-0.11
S&P Select Sector Financials Index,,,
S&P Biotechnology Select Industry Index,6492.81,-63.93,-0.98
S&P Select Sector Industrial Index,729.87,4.17,0.57
S&P Select Sector Energy Index,682.07,1.81,0.27
미국달러선물지수,1144.65,-2.13,-0.19
