지수명,종가,대비,등락률
MKF F15 PW,,,
코스피 200,138.33,-2.33,-1.66
MKF F15 VW,,,
BNY BRIC Select ADR,16804.69,16155.08,2486.89
DAX,7391.69,184.21,2.56
TOPIX100,573.39,-3.92,-0.68
KRX 100,2249.77,-41.03,-1.79
KRX 반도체,647.21,-5.82,-0.89
삼성그룹,3100.6,-32.42,-1.03
KRX 은행,479.58,-15.43,-3.12
KRX 자동차,432.24,-14.8,-3.31
KRX 기계장비,1169.05,3.32,0.28
MKF 중대형 가치,2935.83,-51.3,-1.72
MKF 중대형 성장,1601.63,-30.22,-1.85
MKF 중형 가치,4688.48,-103.49,-2.16
KRX 증권,662.54,19.98,3.11
KRX 정보통신,,,
MKF 웰스 고배당20,4024.71,-66.91,-1.64
MKF 대형 가치,2837.79,-49.55,-1.72
MKF 블루칩,3135.06,-77.82,-2.42
MKF 중형 순수가치,8268.16,-176.27,-2.09
MKF 5대그룹주,2331.36,-25.39,-1.08
MSCI World,2266.61,1647.05,265.84
KRX 방송통신,859.32,-13.12,-1.5
STI,2587.2,1935.59,297.05
MKF 순수가치,7245.06,-105.39,-1.43
MKF 중소형 가치,3440.88,-41.11,-1.18
