지수명,종가,대비,등락률
코스피 200,218.95,0.98,0.45
DAX,12196.25,177.74,1.48
TOPIX100,990.86,-4.5,-0.45
KRX 100,3533.75,17.95,0.51
KRX 반도체,1242.49,-9.76,-0.78
삼성그룹,4447.03,19.67,0.44
KRX 은행,953.74,13.94,1.48
KRX 자동차,732.57,-2.87,-0.39
KRX 기계장비,2554.47,-18.08,-0.7
MKF 중대형 가치,4551.23,38.76,0.86
MKF 중대형 성장,2659.32,3.24,0.12
MKF 중형 가치,8024.73,35.78,0.45
KRX 증권,1013.55,20.95,2.11
KRX 정보통신,,,
MKF 대형 가치,4299.03,32.9,0.77
MKF 중형 순수가치,14840.96,15.68,0.11
KRX 방송통신,946.13,11.36,1.22
MKF 순수가치,12602.93,59.71,0.48
MKF 중소형 가치,6219.75,19.42,0.31
