지수명,종가,대비,등락률
MKF F15 PW,,,
코스피 200,151.63,2.82,1.9
MKF F15 VW,,,
BNY BRIC Select ADR,18554.68,521.9,2.89
DAX,6860.88,54.55,0.8
TOPIX100,649.55,30.17,4.87
KRX 100,2474.55,42.37,1.74
KRX 반도체,749.13,14.52,1.98
삼성그룹,3298.34,27.87,0.85
KRX 은행,589.11,53.14,9.91
KRX 자동차,553,-5.67,-1.01
KRX 기계장비,1230.54,-13.86,-1.11
MKF 중대형 가치,3255.51,92.77,2.93
MKF 중대형 성장,1739.02,13.32,0.77
MKF 중형 가치,5016.8,192.76,4
KRX 증권,714.06,21.94,3.17
KRX 정보통신,,,
MKF 웰스 고배당20,4586.37,195.33,4.45
MKF 대형 가치,3134.76,74.89,2.45
MKF 블루칩,3392.45,70.34,2.12
MKF 중형 순수가치,9002.12,269.62,3.09
MKF 5대그룹주,2578.23,3.31,0.13
MSCI World,2477.31,50.78,2.09
KRX 방송통신,873.85,41.32,4.96
STI,2869.34,47.69,1.69
MKF 순수가치,7971.97,272.19,3.54
MKF 중소형 가치,3682.31,138.91,3.92
