지수명,종가,대비,등락률
BNY BRIC Select ADR,30000.57,3885.4,14.88
DAX,9974.67,0,0
TOPIX100,833.71,0,0
KRX 반도체,893.51,-18.52,-2.03
삼성그룹,3868.72,3.13,0.08
KRX 은행,810.69,17.36,2.19
KRX 자동차,711.4,9.1,1.3
KRX 기계장비,1983.35,-13.39,-0.67
MKF 중대형 가치,4017,30.6,0.77
MKF 중대형 성장,2222.05,-1.19,-0.05
MKF 중형 가치,6826.86,-11.32,-0.17
KRX 증권,872.04,-3.34,-0.38
코스피 200,189.16,0.85,0.45
KRX 100,3057.66,13.52,0.44
KRX 정보통신,,,
MKF 웰스 고배당20,6268.2,17.45,0.28
MKF 대형 가치,3800.04,28.46,0.75
MKF 블루칩,4033.73,-16.66,-0.41
MKF 중형 순수가치,12537.65,47,0.38
MSCI World,4067.93,497.32,13.93
KRX 방송통신,911.35,-21.84,-2.34
STI,4423.61,475.59,12.05
MKF 순수가치,10698.6,37.42,0.35
MKF 중소형 가치,5004.49,-16.92,-0.34
